Transmitance,,,,,,,,,,,,,,,,
933.2,4.917418E-001,4.854906E-001,4.566033E-001,4.585115E-001,4.501546E-001,4.709482E-001,4.579851E-001,4.797657E-001,4.887149E-001,4.696322E-001,4.652892E-001,4.485096E-001,4.719353E-001,4.702244E-001,4.428506E-001,
934.8,4.912855E-001,4.844073E-001,4.558932E-001,4.576294E-001,4.488147E-001,4.699833E-001,4.569616E-001,4.787980E-001,4.876127E-001,4.689149E-001,4.645075E-001,4.478130E-001,4.716528E-001,4.697830E-001,4.423372E-001,
936.5,4.903265E-001,4.838097E-001,4.554341E-001,4.572670E-001,4.489172E-001,4.691467E-001,4.562487E-001,4.783110E-001,4.871360E-001,4.686036E-001,4.639875E-001,4.471523E-001,4.706401E-001,4.691467E-001,4.414500E-001,
938.1,4.896676E-001,4.831709E-001,4.548345E-001,4.568388E-001,4.484069E-001,4.685880E-001,4.556638E-001,4.772272E-001,4.864884E-001,4.672749E-001,4.629898E-001,4.466791E-001,4.703158E-001,4.683807E-001,4.412192E-001,
939.7,4.886779E-001,4.819972E-001,4.540788E-001,4.559775E-001,4.471167E-001,4.676512E-001,4.547820E-001,4.760197E-001,4.853024E-001,4.664557E-001,4.621660E-001,4.457103E-001,4.694093E-001,4.671589E-001,4.403657E-001,
941.3,4.877263E-001,4.815000E-001,4.530165E-001,4.550204E-001,4.465040E-001,4.670436E-001,4.540185E-001,4.749875E-001,4.846490E-001,4.656838E-001,4.613898E-001,4.452158E-001,4.687612E-001,4.671152E-001,4.394904E-001,
942.8,4.871981E-001,4.807972E-001,4.522840E-001,4.538842E-001,4.459558E-001,4.663224E-001,4.534478E-001,4.746872E-001,4.835612E-001,4.646494E-001,4.613762E-001,4.448647E-001,4.682863E-001,4.657405E-001,4.395548E-001,
944.4,4.862128E-001,4.797073E-001,4.517631E-001,4.539070E-001,4.449619E-001,4.661788E-001,4.527242E-001,4.736453E-001,4.829600E-001,4.641827E-001,4.601907E-001,4.441487E-001,4.669919E-001,4.653656E-001,4.385303E-001,
946,4.851849E-001,4.791839E-001,4.509789E-001,4.524792E-001,4.444528E-001,4.647813E-001,4.514290E-001,4.730328E-001,4.820344E-001,4.628310E-001,4.596054E-001,4.432526E-001,4.665066E-001,4.644813E-001,4.379266E-001,
947.6,4.844976E-001,4.785556E-001,4.502933E-001,4.523501E-001,4.438943E-001,4.640055E-001,4.511313E-001,4.717757E-001,4.812219E-001,4.622534E-001,4.585968E-001,4.429039E-001,4.658338E-001,4.637769E-001,4.371143E-001,
949.2,4.841030E-001,4.776824E-001,4.500658E-001,4.513808E-001,4.432583E-001,4.637580E-001,4.506846E-001,4.712617E-001,4.805446E-001,4.619014E-001,4.583430E-001,4.423300E-001,4.650731E-001,4.635260E-001,4.367603E-001,
950.8,4.825257E-001,4.766355E-001,4.485981E-001,4.509542E-001,4.419226E-001,4.624990E-001,4.497762E-001,4.705882E-001,4.799340E-001,4.606142E-001,4.574727E-001,4.415299E-001,4.645410E-001,4.624205E-001,4.363465E-001,
952.4,4.816144E-001,4.758714E-001,4.481136E-001,4.496291E-001,4.416527E-001,4.623116E-001,4.490708E-001,4.691713E-001,4.786632E-001,4.598389E-001,4.569674E-001,4.403765E-001,4.639068E-001,4.619925E-001,4.354311E-001,
953.9,4.810281E-001,4.748662E-001,4.475434E-001,4.491649E-001,4.408140E-001,4.611643E-001,4.483541E-001,4.685422E-001,4.780282E-001,4.587320E-001,4.561375E-001,4.400032E-001,4.629479E-001,4.610832E-001,4.348954E-001,
955.5,4.800989E-001,4.739184E-001,4.467244E-001,4.479604E-001,4.399670E-001,4.602390E-001,4.469716E-001,4.674907E-001,4.772147E-001,4.581788E-001,4.552122E-001,4.393902E-001,4.617223E-001,4.601566E-001,4.341162E-001,
957.1,4.788768E-001,4.728416E-001,4.461861E-001,4.471081E-001,4.394803E-001,4.597653E-001,4.464376E-001,4.660520E-001,4.760268E-001,4.567477E-001,4.545683E-001,4.390612E-001,4.611903E-001,4.595138E-001,4.333613E-001,
958.7,4.776412E-001,4.725209E-001,4.456392E-001,4.460659E-001,4.383001E-001,4.585253E-001,4.455538E-001,4.653524E-001,4.755931E-001,4.554531E-001,4.538317E-001,4.377880E-001,4.602321E-001,4.587814E-001,4.326677E-001,
960.2,4.772174E-001,4.713913E-001,4.446957E-001,4.460870E-001,4.380870E-001,4.581739E-001,4.446957E-001,4.645217E-001,4.745217E-001,4.549565E-001,4.536522E-001,4.373043E-001,4.597391E-001,4.581739E-001,4.322609E-001,
961.8,4.759586E-001,4.702028E-001,4.436377E-001,4.450545E-001,4.369964E-001,4.572744E-001,4.439919E-001,4.636500E-001,4.734791E-001,4.543523E-001,4.528469E-001,4.366422E-001,4.588683E-001,4.570088E-001,4.317719E-001,
963.3,4.754084E-001,4.699937E-001,4.430106E-001,4.440935E-001,4.362422E-001,4.568180E-001,4.433715E-001,4.623229E-001,4.732425E-001,4.533887E-001,4.517643E-001,4.355203E-001,4.585326E-001,4.565472E-001,4.310080E-001,
964.9,4.752047E-001,4.690404E-001,4.425430E-001,4.442911E-001,4.352746E-001,4.558837E-001,4.428190E-001,4.625081E-001,4.721686E-001,4.522035E-001,4.511915E-001,4.359187E-001,4.571718E-001,4.558837E-001,4.303984E-001,
966.4,4.740400E-001,4.688762E-001,4.420242E-001,4.429631E-001,4.352643E-001,4.552624E-001,4.420242E-001,4.612712E-001,4.715050E-001,4.519763E-001,4.508497E-001,4.347010E-001,4.563891E-001,4.558257E-001,4.297249E-001,
968,4.731801E-001,4.676245E-001,4.415709E-001,4.431992E-001,4.343870E-001,4.547893E-001,4.418582E-001,4.608238E-001,4.709770E-001,4.514368E-001,4.500958E-001,4.344828E-001,4.565134E-001,4.545019E-001,4.292146E-001,
969.5,4.727841E-001,4.671162E-001,4.406332E-001,4.416105E-001,4.334995E-001,4.538259E-001,4.405355E-001,4.596892E-001,4.703411E-001,4.506010E-001,4.490374E-001,4.334995E-001,4.560735E-001,4.536304E-001,4.284179E-001,
971.1,4.719752E-001,4.663803E-001,4.399041E-001,4.420022E-001,4.335098E-001,4.533919E-001,4.401039E-001,4.595864E-001,4.690778E-001,4.496953E-001,4.490958E-001,4.336098E-001,4.554901E-001,4.533919E-001,4.287142E-001,
972.6,4.711636E-001,4.647442E-001,4.394742E-001,4.406970E-001,4.323416E-001,4.521092E-001,4.390666E-001,4.581211E-001,4.686163E-001,4.487467E-001,4.476258E-001,4.329529E-001,4.540452E-001,4.528225E-001,4.269411E-001,
974.2,4.702939E-001,4.643527E-001,4.383990E-001,4.393371E-001,4.311028E-001,4.513237E-001,4.386075E-001,4.575777E-001,4.681051E-001,4.483010E-001,4.476756E-001,4.319366E-001,4.536168E-001,4.522618E-001,4.265166E-001,
975.7,4.692308E-001,4.642094E-001,4.376068E-001,4.392094E-001,4.311966E-001,4.511752E-001,4.379274E-001,4.570513E-001,4.674145E-001,4.476496E-001,4.466880E-001,4.309829E-001,4.523504E-001,4.517094E-001,4.258547E-001,
977.3,4.685139E-001,4.630380E-001,4.366444E-001,4.383967E-001,4.297448E-001,4.503340E-001,4.368634E-001,4.555908E-001,4.666521E-001,4.462819E-001,4.460629E-001,4.301829E-001,4.519768E-001,4.505531E-001,4.248166E-001,
978.8,4.676437E-001,4.623450E-001,4.361894E-001,4.374295E-001,4.285231E-001,4.497182E-001,4.365276E-001,4.552424E-001,4.657272E-001,4.455468E-001,4.453213E-001,4.302142E-001,4.509583E-001,4.500564E-001,4.246900E-001,
980.3,4.678771E-001,4.614758E-001,4.355214E-001,4.375000E-001,4.291201E-001,4.489060E-001,4.359870E-001,4.541434E-001,4.649674E-001,4.449488E-001,4.444832E-001,4.291201E-001,4.507682E-001,4.498371E-001,4.244646E-001,
981.8,4.664193E-001,4.604334E-001,4.350533E-001,4.367293E-001,4.291871E-001,4.483419E-001,4.352927E-001,4.545672E-001,4.643841E-001,4.452293E-001,4.443912E-001,4.291871E-001,4.504968E-001,4.492997E-001,4.239195E-001,
983.4,4.653381E-001,4.598362E-001,4.341607E-001,4.357501E-001,4.275584E-001,4.473652E-001,4.346497E-001,4.528671E-001,4.637486E-001,4.438195E-001,4.427192E-001,4.281697E-001,4.493214E-001,4.478543E-001,4.229123E-001,
984.9,4.645483E-001,4.589408E-001,4.336449E-001,4.351402E-001,4.262928E-001,4.461059E-001,4.330218E-001,4.525857E-001,4.634268E-001,4.428660E-001,4.424922E-001,4.267913E-001,4.485981E-001,4.472274E-001,4.219315E-001,
986.4,4.640356E-001,4.583068E-001,4.328453E-001,4.343730E-001,4.259707E-001,4.454488E-001,4.320815E-001,4.518141E-001,4.623806E-001,4.423934E-001,4.423934E-001,4.260980E-001,4.474857E-001,4.465945E-001,4.213877E-001,
987.9,4.633638E-001,4.571056E-001,4.319426E-001,4.328553E-001,4.250326E-001,4.443286E-001,4.319426E-001,4.501956E-001,4.617992E-001,4.410691E-001,4.410691E-001,4.258149E-001,4.473272E-001,4.456323E-001,4.205997E-001,
989.4,4.618079E-001,4.562845E-001,4.305537E-001,4.328439E-001,4.246262E-001,4.442948E-001,4.313620E-001,4.499528E-001,4.607302E-001,4.403880E-001,4.399838E-001,4.252997E-001,4.463155E-001,4.448336E-001,4.200458E-001,
990.9,4.608007E-001,4.548235E-001,4.293856E-001,4.314707E-001,4.231304E-001,4.428691E-001,4.296636E-001,4.488463E-001,4.592716E-001,4.395329E-001,4.396719E-001,4.243814E-001,4.446761E-001,4.432861E-001,4.193773E-001,
992.4,4.608733E-001,4.553445E-001,4.296853E-001,4.303941E-001,4.230224E-001,4.431528E-001,4.294018E-001,4.486816E-001,4.591721E-001,4.391834E-001,4.391834E-001,4.234477E-001,4.448540E-001,4.431528E-001,4.187695E-001,
993.9,4.593543E-001,4.534448E-001,4.277890E-001,4.290862E-001,4.217354E-001,4.410493E-001,4.282214E-001,4.475353E-001,4.579129E-001,4.384549E-001,4.374459E-001,4.226002E-001,4.434996E-001,4.417700E-001,4.178438E-001,
995.4,4.590795E-001,4.528637E-001,4.277046E-001,4.291845E-001,4.204529E-001,4.405801E-001,4.278526E-001,4.463519E-001,4.570075E-001,4.379162E-001,4.368803E-001,4.213408E-001,4.430960E-001,4.420601E-001,4.170490E-001,
996.9,4.571125E-001,4.519508E-001,4.259906E-001,4.281160E-001,4.200698E-001,4.402611E-001,4.267497E-001,4.454228E-001,4.557462E-001,4.367694E-001,4.366176E-001,4.211325E-001,4.419311E-001,4.408684E-001,4.164263E-001,
998.4,4.569423E-001,4.503900E-001,4.260530E-001,4.276131E-001,4.184087E-001,4.385335E-001,4.266771E-001,4.443058E-001,4.547582E-001,4.360374E-001,4.347894E-001,4.201248E-001,4.416537E-001,4.397816E-001,4.151326E-001,
999.9,4.553629E-001,4.497431E-001,4.243738E-001,4.256583E-001,4.179512E-001,4.377007E-001,4.256583E-001,4.444444E-001,4.539178E-001,4.340077E-001,4.336866E-001,4.193963E-001,4.405909E-001,4.388247E-001,4.140976E-001,
1001.4,4.542597E-001,4.481390E-001,4.233251E-001,4.254756E-001,4.173697E-001,4.370554E-001,4.249793E-001,4.421836E-001,4.539289E-001,4.339123E-001,4.335815E-001,4.186931E-001,4.392060E-001,4.378825E-001,4.140612E-001,
1002.9,4.539563E-001,4.476467E-001,4.220668E-001,4.244543E-001,4.166098E-001,4.367326E-001,4.249659E-001,4.421896E-001,4.525921E-001,4.333220E-001,4.333220E-001,4.184857E-001,4.392906E-001,4.372442E-001,4.137108E-001,
1004.4,4.531387E-001,4.462810E-001,4.220151E-001,4.239494E-001,4.156849E-001,4.352031E-001,4.232460E-001,4.413575E-001,4.519079E-001,4.325655E-001,4.315105E-001,4.170916E-001,4.383682E-001,4.359065E-001,4.128715E-001,
1005.9,4.506430E-001,4.452092E-001,4.202137E-001,4.232929E-001,4.144177E-001,4.336171E-001,4.227495E-001,4.397754E-001,4.506430E-001,4.312625E-001,4.310813E-001,4.167723E-001,4.363340E-001,4.354284E-001,4.122442E-001,
1007.3,4.503077E-001,4.441544E-001,4.195413E-001,4.217789E-001,4.139474E-001,4.327802E-001,4.214059E-001,4.398657E-001,4.493753E-001,4.299832E-001,4.301697E-001,4.156256E-001,4.368823E-001,4.342719E-001,4.115234E-001,
1008.8,4.488974E-001,4.423778E-001,4.186002E-001,4.207095E-001,4.134228E-001,4.318313E-001,4.207095E-001,4.387344E-001,4.487057E-001,4.301055E-001,4.295302E-001,4.153404E-001,4.350911E-001,4.329818E-001,4.107383E-001,
1010.3,4.463299E-001,4.413970E-001,4.167324E-001,4.192976E-001,4.116022E-001,4.315312E-001,4.196922E-001,4.376480E-001,4.475138E-001,4.279795E-001,4.283741E-001,4.147593E-001,4.344909E-001,4.325178E-001,4.102210E-001,
1011.8,4.468648E-001,4.399430E-001,4.163274E-001,4.197883E-001,4.102199E-001,4.297638E-001,4.185668E-001,4.358713E-001,4.468648E-001,4.273208E-001,4.271173E-001,4.132736E-001,4.332248E-001,4.322068E-001,4.085912E-001,
1013.2,4.463123E-001,4.395881E-001,4.158437E-001,4.181551E-001,4.101702E-001,4.284514E-001,4.187855E-001,4.355957E-001,4.463123E-001,4.267703E-001,4.271906E-001,4.133221E-001,4.316033E-001,4.311830E-001,4.080689E-001,
1014.7,4.432163E-001,4.388817E-001,4.146077E-001,4.159081E-001,4.087560E-001,4.280451E-001,4.176420E-001,4.338968E-001,4.443000E-001,4.258778E-001,4.252276E-001,4.120069E-001,4.315128E-001,4.297789E-001,4.068054E-001,
1016.1,4.419643E-001,4.368304E-001,4.120536E-001,4.158482E-001,4.071429E-001,4.261161E-001,4.156250E-001,4.332589E-001,4.435268E-001,4.243304E-001,4.243304E-001,4.109375E-001,4.301339E-001,4.281250E-001,4.058036E-001,
1017.6,4.421344E-001,4.361284E-001,4.123354E-001,4.148764E-001,4.072534E-001,4.257334E-001,4.167244E-001,4.324324E-001,4.437514E-001,4.245784E-001,4.245784E-001,4.111804E-001,4.296604E-001,4.291984E-001,4.060984E-001,
1019.1,4.396572E-001,4.341823E-001,4.115687E-001,4.129969E-001,4.058557E-001,4.239467E-001,4.144251E-001,4.308498E-001,4.417996E-001,4.222804E-001,4.222804E-001,4.094263E-001,4.279933E-001,4.277553E-001,4.049036E-001,
1020.5,4.387303E-001,4.333169E-001,4.104331E-001,4.114173E-001,4.060039E-001,4.232283E-001,4.160925E-001,4.303642E-001,4.399606E-001,4.207677E-001,4.224902E-001,4.104331E-001,4.288878E-001,4.261811E-001,4.042815E-001,
1022,4.379451E-001,4.326043E-001,4.102238E-001,4.122584E-001,4.053917E-001,4.237030E-001,4.155646E-001,4.290437E-001,4.404883E-001,4.209054E-001,4.214140E-001,4.084435E-001,4.270092E-001,4.259919E-001,4.038657E-001,
1023.4,4.372374E-001,4.309349E-001,4.083508E-001,4.104517E-001,4.028361E-001,4.222689E-001,4.138655E-001,4.285714E-001,4.396008E-001,4.206933E-001,4.209559E-001,4.078256E-001,4.264706E-001,4.259454E-001,4.028361E-001,
1024.8,4.357512E-001,4.308612E-001,4.080413E-001,4.102146E-001,4.034230E-001,4.218962E-001,4.145613E-001,4.278729E-001,4.387395E-001,4.202662E-001,4.194512E-001,4.085846E-001,4.267862E-001,4.254279E-001,4.023363E-001,
1026.3,4.338565E-001,4.288117E-001,4.052691E-001,4.086323E-001,4.010650E-001,4.209641E-001,4.128363E-001,4.262892E-001,4.375000E-001,4.173206E-001,4.184417E-001,4.072309E-001,4.251682E-001,4.237668E-001,4.016256E-001,
1027.7,4.334204E-001,4.279083E-001,4.064404E-001,4.087612E-001,4.012185E-001,4.197853E-001,4.139832E-001,4.255875E-001,4.366115E-001,4.165941E-001,4.189150E-001,4.064404E-001,4.255875E-001,4.223963E-001,4.009283E-001,
1029.2,4.316956E-001,4.272019E-001,4.032355E-001,4.068304E-001,4.008388E-001,4.191132E-001,4.113241E-001,4.254044E-001,4.358898E-001,4.167166E-001,4.176153E-001,4.050330E-001,4.233074E-001,4.230078E-001,4.008388E-001,
1030.6,4.311785E-001,4.237550E-001,4.027219E-001,4.048871E-001,3.996288E-001,4.178781E-001,4.104547E-001,4.222085E-001,4.345809E-001,4.141664E-001,4.160223E-001,4.055057E-001,4.218992E-001,4.203526E-001,3.990102E-001,
1032,4.284802E-001,4.240102E-001,4.007024E-001,4.032567E-001,3.962324E-001,4.157088E-001,4.102810E-001,4.204981E-001,4.342273E-001,4.131545E-001,4.166667E-001,4.051724E-001,4.214559E-001,4.192209E-001,3.981481E-001,
1033.4,4.257916E-001,4.224934E-001,4.003958E-001,4.023747E-001,3.967678E-001,4.155673E-001,4.116095E-001,4.195251E-001,4.327177E-001,4.132586E-001,4.155673E-001,4.033641E-001,4.195251E-001,4.208443E-001,3.977573E-001,
1034.9,4.235734E-001,4.188179E-001,3.987772E-001,3.994565E-001,3.957201E-001,4.133832E-001,4.086277E-001,4.154212E-001,4.286685E-001,4.093071E-001,4.127038E-001,4.014946E-001,4.177989E-001,4.191576E-001,3.940217E-001,
1036.3,4.232118E-001,4.186536E-001,3.958626E-001,3.993689E-001,3.941094E-001,4.119916E-001,4.088359E-001,4.144460E-001,4.291725E-001,4.074334E-001,4.102384E-001,4.000701E-001,4.176017E-001,4.161992E-001,3.941094E-001,
1037.7,4.203108E-001,4.148898E-001,3.946512E-001,3.971811E-001,3.917600E-001,4.101915E-001,4.058547E-001,4.138056E-001,4.250090E-001,4.051319E-001,4.094687E-001,3.989881E-001,4.145284E-001,4.148898E-001,3.921214E-001,
1039.1,4.196195E-001,4.140246E-001,3.931369E-001,3.946289E-001,3.920179E-001,4.099217E-001,4.054457E-001,4.125326E-001,4.255875E-001,4.046997E-001,4.088027E-001,3.991048E-001,4.136516E-001,4.136516E-001,3.886609E-001,
1040.5,4.148404E-001,4.117647E-001,3.913879E-001,3.929258E-001,3.886967E-001,4.075356E-001,4.040754E-001,4.102268E-001,4.221453E-001,4.036909E-001,4.063822E-001,3.952326E-001,4.125336E-001,4.121492E-001,3.879277E-001,
1041.9,4.156101E-001,4.096672E-001,3.866878E-001,3.902536E-001,3.862916E-001,4.049128E-001,4.029319E-001,4.084786E-001,4.211569E-001,3.997623E-001,4.037242E-001,3.961965E-001,4.096672E-001,4.096672E-001,3.858954E-001,
1043.3,4.088127E-001,4.063647E-001,3.843329E-001,3.871889E-001,3.843329E-001,4.047328E-001,3.994288E-001,4.047328E-001,4.169727E-001,3.982048E-001,4.014688E-001,3.941248E-001,4.079967E-001,4.059568E-001,3.827009E-001,
1044.7,4.076406E-001,4.034425E-001,3.849706E-001,3.841310E-001,3.816121E-001,3.996641E-001,3.988245E-001,4.030227E-001,4.147775E-001,3.950462E-001,3.988245E-001,3.900084E-001,4.051217E-001,4.051217E-001,3.765743E-001,
1046.1,4.044944E-001,4.010372E-001,3.807260E-001,3.828868E-001,3.798617E-001,3.975799E-001,3.971478E-001,3.984443E-001,4.140017E-001,3.919620E-001,3.962835E-001,3.876404E-001,4.027658E-001,4.023336E-001,3.798617E-001,
1047.5,3.993808E-001,3.980540E-001,3.754976E-001,3.781513E-001,3.763821E-001,3.936311E-001,3.940734E-001,3.945157E-001,4.095533E-001,3.843432E-001,3.927466E-001,3.843432E-001,3.962848E-001,3.967271E-001,3.724016E-001,
1048.9,3.954545E-001,3.931818E-001,3.740909E-001,3.727273E-001,3.718182E-001,3.900000E-001,3.900000E-001,3.900000E-001,4.063636E-001,3.831818E-001,3.913636E-001,3.800000E-001,3.950000E-001,3.940909E-001,3.727273E-001,
1050.3,3.929907E-001,3.911215E-001,3.682243E-001,3.705607E-001,3.696262E-001,3.878505E-001,3.873832E-001,3.883178E-001,4.032710E-001,3.803738E-001,3.873832E-001,3.780374E-001,3.901869E-001,3.915888E-001,3.668224E-001,
1051.7,3.880096E-001,3.865707E-001,3.664269E-001,3.659472E-001,3.654676E-001,3.827338E-001,3.846523E-001,3.846523E-001,3.980815E-001,3.764988E-001,3.817746E-001,3.774580E-001,3.870504E-001,3.880096E-001,3.635492E-001,
1053,3.866208E-001,3.826857E-001,3.644860E-001,3.649779E-001,3.620266E-001,3.812100E-001,3.826857E-001,3.792425E-001,3.939990E-001,3.708805E-001,3.807182E-001,3.733399E-001,3.861289E-001,3.831776E-001,3.610428E-001,
1054.4,3.810484E-001,3.775202E-001,3.573589E-001,3.593750E-001,3.588710E-001,3.765121E-001,3.825605E-001,3.765121E-001,3.911290E-001,3.664315E-001,3.775202E-001,3.704637E-001,3.790323E-001,3.785282E-001,3.573589E-001,
1055.8,3.741637E-001,3.741637E-001,3.535769E-001,3.540916E-001,3.546063E-001,3.721050E-001,3.751930E-001,3.700463E-001,3.860010E-001,3.607823E-001,3.695317E-001,3.643850E-001,3.772517E-001,3.772517E-001,3.515183E-001,
1057.2,3.686975E-001,3.660714E-001,3.492647E-001,3.492647E-001,3.487395E-001,3.681723E-001,3.744748E-001,3.650210E-001,3.834034E-001,3.550420E-001,3.650210E-001,3.602941E-001,3.681723E-001,3.702731E-001,3.476891E-001,
1058.5,3.622258E-001,3.616907E-001,3.408240E-001,3.418941E-001,3.445693E-001,3.616907E-001,3.654361E-001,3.584805E-001,3.766720E-001,3.483146E-001,3.616907E-001,3.552702E-001,3.622258E-001,3.643660E-001,3.381487E-001,
1059.9,3.590164E-001,3.551913E-001,3.360656E-001,3.349727E-001,3.398907E-001,3.562842E-001,3.590164E-001,3.546448E-001,3.672131E-001,3.426230E-001,3.530055E-001,3.519126E-001,3.573770E-001,3.590164E-001,3.322404E-001,
1061.3,3.495575E-001,3.478982E-001,3.296460E-001,3.290929E-001,3.301991E-001,3.517699E-001,3.539823E-001,3.451327E-001,3.622788E-001,3.379425E-001,3.478982E-001,3.467920E-001,3.517699E-001,3.506637E-001,3.268805E-001,
